Sample in Buffer,Sample in Window,TRIGGER,openmips0/id0/pc_plus_4[31:0],openmips0/id0/reg1_o[31:0],openmips0/pc_reg0/new_pc[31:0],openmips0/pc_reg0/branch_target_address_i[31:0],inst[31:0],inst_addr[31:0],ram_data_i[31:0],ram_addr[31:0],ram_sel[3:0],ram_data_o[31:0],mmu_memory_version1/directUart/ext_uart_rx[7:0],mmu_memory_version1/directUart/ext_uart_tx[7:0],openmips0/pc_reg0/branch_flag_i,u_ila_0_ext_uart_busy,u_ila_0_ext_uart_ready,pause_signal,ram_we
533,533,0,800020d4,01ffffd0,00000000,800020bc,00000000,800020d4,01ffffd0,807efffc,f,00000000,80,06,1,1,0,0,0
534,534,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
535,535,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
536,536,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
537,537,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd0,80,06,0,1,0,0,1
538,538,0,800020c8,01ffffd0,00000000,00000000,afa90000,800020c8,01ffffd0,807efffc,f,00000000,80,06,0,1,0,0,0
539,539,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
540,540,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
541,541,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffcf,80,06,1,1,0,0,1
542,542,0,800020d4,01ffffcf,00000000,800020bc,00000000,800020d4,01ffffcf,807efffc,f,00000000,80,06,1,1,0,0,0
543,543,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
544,544,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
545,545,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
546,546,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffcf,80,06,0,1,0,0,1
547,547,0,800020c8,01ffffcf,00000000,00000000,afa90000,800020c8,01ffffcf,807efffc,f,00000000,80,06,0,1,0,0,0
548,548,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
549,549,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
550,550,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffce,80,06,1,1,0,0,1
551,551,0,800020d4,01ffffce,00000000,800020bc,00000000,800020d4,01ffffce,807efffc,f,00000000,80,06,1,1,0,0,0
552,552,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
553,553,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
554,554,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
555,555,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffce,80,06,0,1,0,0,1
556,556,0,800020c8,01ffffce,00000000,00000000,afa90000,800020c8,01ffffce,807efffc,f,00000000,80,06,0,1,0,0,0
557,557,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
558,558,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
559,559,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffcd,80,06,1,1,0,0,1
560,560,0,800020d4,01ffffcd,00000000,800020bc,00000000,800020d4,01ffffcd,807efffc,f,00000000,80,06,1,1,0,0,0
561,561,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
562,562,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
563,563,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
564,564,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffcd,80,06,0,1,0,0,1
565,565,0,800020c8,01ffffcd,00000000,00000000,afa90000,800020c8,01ffffcd,807efffc,f,00000000,80,06,0,1,0,0,0
566,566,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
567,567,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
568,568,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffcc,80,06,1,1,0,0,1
569,569,0,800020d4,01ffffcc,00000000,800020bc,00000000,800020d4,01ffffcc,807efffc,f,00000000,80,06,1,1,0,0,0
570,570,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
571,571,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
572,572,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
573,573,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffcc,80,06,0,1,0,0,1
574,574,0,800020c8,01ffffcc,00000000,00000000,afa90000,800020c8,01ffffcc,807efffc,f,00000000,80,06,0,1,0,0,0
575,575,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
576,576,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
577,577,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffcb,80,06,1,1,0,0,1
578,578,0,800020d4,01ffffcb,00000000,800020bc,00000000,800020d4,01ffffcb,807efffc,f,00000000,80,06,1,1,0,0,0
579,579,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
580,580,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
581,581,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
582,582,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffcb,80,06,0,1,0,0,1
583,583,0,800020c8,01ffffcb,00000000,00000000,afa90000,800020c8,01ffffcb,807efffc,f,00000000,80,06,0,1,0,0,0
584,584,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
585,585,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
586,586,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffca,80,06,1,1,0,0,1
587,587,0,800020d4,01ffffca,00000000,800020bc,00000000,800020d4,01ffffca,807efffc,f,00000000,80,06,1,1,0,0,0
588,588,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
589,589,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
590,590,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
591,591,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffca,80,06,0,1,0,0,1
592,592,0,800020c8,01ffffca,00000000,00000000,afa90000,800020c8,01ffffca,807efffc,f,00000000,80,06,0,1,0,0,0
593,593,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
594,594,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
595,595,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc9,80,06,1,1,0,0,1
596,596,0,800020d4,01ffffc9,00000000,800020bc,00000000,800020d4,01ffffc9,807efffc,f,00000000,80,06,1,1,0,0,0
597,597,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
598,598,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
599,599,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
600,600,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc9,80,06,0,1,0,0,1
601,601,0,800020c8,01ffffc9,00000000,00000000,afa90000,800020c8,01ffffc9,807efffc,f,00000000,80,06,0,1,0,0,0
602,602,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
603,603,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
604,604,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc8,80,06,1,1,0,0,1
605,605,0,800020d4,01ffffc8,00000000,800020bc,00000000,800020d4,01ffffc8,807efffc,f,00000000,80,06,1,1,0,0,0
606,606,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
607,607,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
608,608,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
609,609,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc8,80,06,0,1,0,0,1
610,610,0,800020c8,01ffffc8,00000000,00000000,afa90000,800020c8,01ffffc8,807efffc,f,00000000,80,06,0,1,0,0,0
611,611,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
612,612,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
613,613,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc7,80,06,1,1,0,0,1
614,614,0,800020d4,01ffffc7,00000000,800020bc,00000000,800020d4,01ffffc7,807efffc,f,00000000,80,06,1,1,0,0,0
615,615,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
616,616,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
617,617,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
618,618,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc7,80,06,0,1,0,0,1
619,619,0,800020c8,01ffffc7,00000000,00000000,afa90000,800020c8,01ffffc7,807efffc,f,00000000,80,06,0,1,0,0,0
620,620,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
621,621,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
622,622,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc6,80,06,1,1,0,0,1
623,623,0,800020d4,01ffffc6,00000000,800020bc,00000000,800020d4,01ffffc6,807efffc,f,00000000,80,06,1,1,0,0,0
624,624,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
625,625,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
626,626,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
627,627,0,800020c8,801efff4,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc6,80,06,0,1,0,0,1
628,628,0,800020c8,01ffffc6,00000000,00000000,afa90000,800020c8,01ffffc6,807efffc,f,00000000,80,06,0,1,0,0,0
629,629,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
630,630,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
631,631,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc5,80,06,1,1,0,0,1
632,632,0,800020d4,01ffffc5,00000000,800020bc,00000000,800020d4,01ffffc5,807efffc,f,00000000,80,06,1,1,0,0,0
633,633,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
634,634,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
635,635,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
636,636,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc5,80,06,0,1,0,0,1
637,637,0,800020c8,01ffffc5,00000000,00000000,afa90000,800020c8,01ffffc5,807efffc,f,00000000,80,06,0,1,0,0,0
638,638,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
639,639,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
640,640,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc4,80,06,1,1,0,0,1
641,641,0,800020d4,01ffffc4,00000000,800020bc,00000000,800020d4,01ffffc4,807efffc,f,00000000,80,06,1,1,0,0,0
642,642,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
643,643,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
644,644,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
645,645,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc4,80,06,0,1,0,0,1
646,646,0,800020c8,01ffffc4,00000000,00000000,afa90000,800020c8,01ffffc4,807efffc,f,00000000,80,06,0,1,0,0,0
647,647,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
648,648,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
649,649,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc3,80,06,1,1,0,0,1
650,650,0,800020d4,01ffffc3,00000000,800020bc,00000000,800020d4,01ffffc3,807efffc,f,00000000,80,06,1,1,0,0,0
651,651,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
652,652,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
653,653,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
654,654,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc3,80,06,0,1,0,0,1
655,655,0,800020c8,01ffffc3,00000000,00000000,afa90000,800020c8,01ffffc3,807efffc,f,00000000,80,06,0,1,0,0,0
656,656,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
657,657,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
658,658,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc2,80,06,1,1,0,0,1
659,659,0,800020d4,01ffffc2,00000000,800020bc,00000000,800020d4,01ffffc2,807efffc,f,00000000,80,06,1,1,0,0,0
660,660,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
661,661,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
662,662,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
663,663,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc2,80,06,0,1,0,0,1
664,664,0,800020c8,01ffffc2,00000000,00000000,afa90000,800020c8,01ffffc2,807efffc,f,00000000,80,06,0,1,0,0,0
665,665,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
666,666,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
667,667,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc1,80,06,1,1,0,0,1
668,668,0,800020d4,01ffffc1,00000000,800020bc,00000000,800020d4,01ffffc1,807efffc,f,00000000,80,06,1,1,0,0,0
669,669,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
670,670,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
671,671,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
672,672,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc1,80,06,0,1,0,0,1
673,673,0,800020c8,01ffffc1,00000000,00000000,afa90000,800020c8,01ffffc1,807efffc,f,00000000,80,06,0,1,0,0,0
674,674,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
675,675,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
676,676,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffc0,80,06,1,1,0,0,1
677,677,0,800020d4,01ffffc0,00000000,800020bc,00000000,800020d4,01ffffc0,807efffc,f,00000000,80,06,1,1,0,0,0
678,678,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
679,679,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
680,680,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
681,681,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffc0,80,06,0,1,0,0,1
682,682,0,800020c8,01ffffc0,00000000,00000000,afa90000,800020c8,01ffffc0,807efffc,f,00000000,80,06,0,1,0,0,0
683,683,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
684,684,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
685,685,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffbf,80,06,1,1,0,0,1
686,686,0,800020d4,01ffffbf,00000000,800020bc,00000000,800020d4,01ffffbf,807efffc,f,00000000,80,06,1,1,0,0,0
687,687,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
688,688,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
689,689,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
690,690,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffbf,80,06,0,1,0,0,1
691,691,0,800020c8,01ffffbf,00000000,00000000,afa90000,800020c8,01ffffbf,807efffc,f,00000000,80,06,0,1,0,0,0
692,692,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
693,693,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
694,694,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffbe,80,06,1,1,0,0,1
695,695,0,800020d4,01ffffbe,00000000,800020bc,00000000,800020d4,01ffffbe,807efffc,f,00000000,80,06,1,1,0,0,0
696,696,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
697,697,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
698,698,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
699,699,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffbe,80,06,0,1,0,0,1
700,700,0,800020c8,01ffffbe,00000000,00000000,afa90000,800020c8,01ffffbe,807efffc,f,00000000,80,06,0,1,0,0,0
701,701,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
702,702,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
703,703,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffbd,80,06,1,1,0,0,1
704,704,0,800020d4,01ffffbd,00000000,800020bc,00000000,800020d4,01ffffbd,807efffc,f,00000000,80,06,1,1,0,0,0
705,705,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
706,706,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
707,707,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
708,708,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffbd,80,06,0,1,0,0,1
709,709,0,800020c8,01ffffbd,00000000,00000000,afa90000,800020c8,01ffffbd,807efffc,f,00000000,80,06,0,1,0,0,0
710,710,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
711,711,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
712,712,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffbc,80,06,1,1,0,0,1
713,713,0,800020d4,01ffffbc,00000000,800020bc,00000000,800020d4,01ffffbc,807efffc,f,00000000,80,06,1,1,0,0,0
714,714,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
715,715,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
716,716,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
717,717,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffbc,80,06,0,1,0,0,1
718,718,0,800020c8,01ffffbc,00000000,00000000,afa90000,800020c8,01ffffbc,807efffc,f,00000000,80,06,0,1,0,0,0
719,719,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
720,720,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
721,721,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffbb,80,06,1,1,0,0,1
722,722,0,800020d4,01ffffbb,00000000,800020bc,00000000,800020d4,01ffffbb,807efffc,f,00000000,80,06,1,1,0,0,0
723,723,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
724,724,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
725,725,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
726,726,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffbb,80,06,0,1,0,0,1
727,727,0,800020c8,01ffffbb,00000000,00000000,afa90000,800020c8,01ffffbb,807efffc,f,00000000,80,06,0,1,0,0,0
728,728,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
729,729,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
730,730,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffba,80,06,1,1,0,0,1
731,731,0,800020d4,01ffffba,00000000,800020bc,00000000,800020d4,01ffffba,807efffc,f,00000000,80,06,1,1,0,0,0
732,732,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
733,733,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
734,734,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
735,735,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffba,80,06,0,1,0,0,1
736,736,0,800020c8,01ffffba,00000000,00000000,afa90000,800020c8,01ffffba,807efffc,f,00000000,80,06,0,1,0,0,0
737,737,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
738,738,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
739,739,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb9,80,06,1,1,0,0,1
740,740,0,800020d4,01ffffb9,00000000,800020bc,00000000,800020d4,01ffffb9,807efffc,f,00000000,80,06,1,1,0,0,0
741,741,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
742,742,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
743,743,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
744,744,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb9,80,06,0,1,0,0,1
